officer_id,po_race,po_sex,po_assigned_unit,po_district_number,allegations_investigated,investigative_findings,disciplinary_findings,complaint_id,officer_complaint_id
60453569,white,female,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0006,18-0006-60453569
54228441,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,18-0007,18-0007-54228441
19545633,latino,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,18-0007,18-0007-19545633
19545633,latino,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,18-0007,18-0007-19545633
58245660,white,male,0100 01ST DISTRICT,1,Physical Abuse,No Sustained Findings,Not Applicable,18-0008,18-0008-58245660
95117322,black,male,1800 18TH DISTRICT,18,Physical Abuse,No Sustained Findings,Not Applicable,18-0009,18-0009-95117322
95117322,black,male,1800 18TH DISTRICT,18,Verbal Abuse,No Sustained Findings,Not Applicable,18-0009,18-0009-95117322
18657800,white,male,9809 EVIDENCE CUSTODIAN,,Departmental Violation,Sustained Finding,No Guilty Findings,18-0010,18-0010-18657800
79008790,white,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,No Guilty Findings,18-0010,18-0010-79008790
52844163,latino,male,0800 08TH DISTRICT,8,Lack of Service,Sustained Finding,Pending,18-0010,18-0010-52844163
95120756,white,female,1500 15TH DISTRICT,15,Domestic,No Sustained Findings,Not Applicable,18-0010,18-0010-95120756
95120756,white,female,1500 15TH DISTRICT,15,Domestic,No Sustained Findings,Not Applicable,18-0010,18-0010-95120756
13424531,white,male,0800 08TH DISTRICT,8,Physical Abuse,No Sustained Findings,Not Applicable,18-0011,18-0011-13424531
13424531,white,male,0800 08TH DISTRICT,8,Physical Abuse,No Sustained Findings,Not Applicable,18-0011,18-0011-13424531
60532190,black,female,0300 03RD DISTRICT,3,Harassment,No Sustained Findings,Not Applicable,18-0012,18-0012-60532190
83749391,white,male,1900 19TH DISTRICT,19,Physical Abuse,No Sustained Findings,Not Applicable,18-0013,18-0013-83749391
83749391,white,male,1900 19TH DISTRICT,19,Unprofessional Conduct,Sustained Finding,Guilty Finding,18-0013,18-0013-83749391
23530580,white,male,0700 07TH DISTRICT,7,Lack of Service,No Sustained Findings,Not Applicable,18-0014,18-0014-23530580
35646955,white,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,18-0015,18-0015-35646955
66321641,white,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,18-0015,18-0015-66321641
36010705,white,male,4500 CENTER CITY DISTRIC,,Lack of Service,No Sustained Findings,Not Applicable,18-0016,18-0016-36010705
70436708,white,male,4500 CENTER CITY DISTRIC,,Lack of Service,No Sustained Findings,Not Applicable,18-0016,18-0016-70436708
23622762,white,male,1400 14TH DISTRICT,14,Verbal Abuse,No Sustained Findings,Not Applicable,18-0017,18-0017-23622762
23622762,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0017,18-0017-23622762
21552526,white,male,6600 NORTHWEST DETECTIVE,,Physical Abuse,No Sustained Findings,Not Applicable,18-0017,18-0017-21552526
21552526,white,male,6600 NORTHWEST DETECTIVE,,Departmental Violation,No Sustained Findings,Not Applicable,18-0017,18-0017-21552526
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,18-0017,18-0017-
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,18-0017,18-0017-
85896531,latino,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,18-0017,18-0017-85896531
14546167,black,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,18-0018,18-0018-14546167
75318757,black,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,18-0018,18-0018-75318757
35295564,black,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,18-0019,18-0019-35295564
56290609,white,male,1500 15TH DISTRICT,15,Investigation OnGoing,Pending,Pending,18-0020,18-0020-56290609
95329152,latino,male,1500 15TH DISTRICT,15,Investigation OnGoing,Pending,Pending,18-0020,18-0020-95329152
97020532,white,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,18-0021,18-0021-97020532
53971635,asian,male,5300 HIGHWAY PATROL,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0022,18-0022-53971635
46192628,black,male,5300 HIGHWAY PATROL,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0022,18-0022-46192628
12268735,black,male,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0022,18-0022-12268735
36015169,white,male,0800 08TH DISTRICT,8,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0023,18-0023-36015169
55682412,latino,female,0800 08TH DISTRICT,8,Departmental Violation,No Sustained Findings,Not Applicable,18-0023,18-0023-55682412
58245660,white,male,0100 01ST DISTRICT,1,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,18-0024,18-0024-58245660
26342393,black,male,7402 STRIKE FORCE,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0025,18-0025-26342393
26342393,black,male,7402 STRIKE FORCE,,Physical Abuse,No Sustained Findings,Not Applicable,18-0025,18-0025-26342393
55029756,black,male,7402 STRIKE FORCE,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0025,18-0025-55029756
55029756,black,male,7402 STRIKE FORCE,,Physical Abuse,No Sustained Findings,Not Applicable,18-0025,18-0025-55029756
14171945,black,female,1400 14TH DISTRICT,14,Physical Abuse,No Sustained Findings,Not Applicable,18-0026,18-0026-14171945
64290544,black,male,1800 18TH DISTRICT,18,Criminal Allegation,No Sustained Findings,Not Applicable,18-0027,18-0027-64290544
64290544,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,18-0027,18-0027-64290544
64290544,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,18-0027,18-0027-64290544
64290544,black,male,1800 18TH DISTRICT,18,Verbal Abuse,No Sustained Findings,Not Applicable,18-0027,18-0027-64290544
70808698,white,male,6100 SOUTH DETECTIVES,,Physical Abuse,No Sustained Findings,Not Applicable,18-0028,18-0028-70808698
30096971,asian,female,0800 08TH DISTRICT,8,Lack of Service,No Sustained Findings,Not Applicable,18-0029,18-0029-30096971
65863305,white,female,0200 02ND DISTRICT,2,Lack of Service,No Sustained Findings,Not Applicable,18-0030,18-0030-65863305
22320367,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0031,18-0031-22320367
28491937,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0031,18-0031-28491937
55958787,black,female,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0032,18-0032-55958787
55958787,black,female,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0032,18-0032-55958787
92283708,white,female,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0032,18-0032-92283708
80691072,white,male,2400 24TH DISTRICT,24,Departmental Violation,No Sustained Findings,Not Applicable,18-0033,18-0033-80691072
80691072,white,male,2400 24TH DISTRICT,24,Departmental Violation,No Sustained Findings,Not Applicable,18-0033,18-0033-80691072
94790307,white,male,2400 24TH DISTRICT,24,Departmental Violation,No Sustained Findings,Not Applicable,18-0033,18-0033-94790307
81070100,white,male,2400 24TH DISTRICT,24,Departmental Violation,Sustained Finding,Training/Counseling,18-0033,18-0033-81070100
81070100,white,male,2400 24TH DISTRICT,24,Departmental Violation,Sustained Finding,Training/Counseling,18-0033,18-0033-81070100
42606965,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0034,18-0034-42606965
69034234,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0034,18-0034-69034234
98912240,white,male,6400 NORTHEAST DET,,Physical Abuse,No Sustained Findings,Not Applicable,18-0035,18-0035-98912240
22148706,white,male,6400 NORTHEAST DET,,Physical Abuse,No Sustained Findings,Not Applicable,18-0035,18-0035-22148706
98912240,white,male,6400 NORTHEAST DET,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0035,18-0035-98912240
17692720,white,male,0200 02ND DISTRICT,2,Departmental Violation,Sustained Finding,Pending,18-0035,18-0035-17692720
98912240,white,male,6400 NORTHEAST DET,,Physical Abuse,No Sustained Findings,Not Applicable,18-0035,18-0035-98912240
22148706,white,male,6400 NORTHEAST DET,,Physical Abuse,No Sustained Findings,Not Applicable,18-0035,18-0035-22148706
51634981,white,male,6400 NORTHEAST DET,,Departmental Violation,Sustained Finding,Pending,18-0035,18-0035-51634981
34005014,black,male,2200 22ND DISTRICT,22,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0036,18-0036-34005014
80774156,white,male,2200 22ND DISTRICT,22,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0036,18-0036-80774156
86318132,white,female,6702 SPECIAL VICTIMS UNI,,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0037,18-0037-86318132
28928472,black,male,1200 12TH DISTRICT,12,Harassment,No Sustained Findings,Not Applicable,18-0038,18-0038-28928472
51562883,white,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,18-0039,18-0039-51562883
51562883,white,male,1200 12TH DISTRICT,12,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0039,18-0039-51562883
51562883,white,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0039,18-0039-51562883
74851323,white,male,2400 24TH DISTRICT,24,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0039,18-0039-74851323
74851323,white,male,2400 24TH DISTRICT,24,Departmental Violation,Sustained Finding,Training/Counseling,18-0039,18-0039-74851323
29180642,black,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,18-0040,18-0040-29180642
29180642,black,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,18-0040,18-0040-29180642
29180642,black,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,18-0040,18-0040-29180642
90705110,black,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,18-0040,18-0040-90705110
90705110,black,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,18-0040,18-0040-90705110
90705110,black,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,18-0040,18-0040-90705110
53211690,white,male,3900 39TH DISTRICT,39,Physical Abuse,No Sustained Findings,Not Applicable,18-0041,18-0041-53211690
39732152,white,male,3900 39TH DISTRICT,39,Physical Abuse,No Sustained Findings,Not Applicable,18-0041,18-0041-39732152
39732152,white,male,3900 39TH DISTRICT,39,Verbal Abuse,No Sustained Findings,Not Applicable,18-0041,18-0041-39732152
15192129,black,male,0500 05TH DISTRICT,5,Verbal Abuse,Sustained Finding,Guilty Finding,18-0042,18-0042-15192129
40493127,black,male,0500 05TH DISTRICT,5,Verbal Abuse,Sustained Finding,Guilty Finding,18-0042,18-0042-40493127
,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0043,18-0043-
84755670,white,male,6500 SOUTHWEST DET,,Lack of Service,No Sustained Findings,Not Applicable,18-0044,18-0044-84755670
75980684,white,male,2500 25TH DISTRICT,25,Investigation OnGoing,Pending,Pending,18-0045,18-0045-75980684
29439508,black,female,2500 25TH DISTRICT,25,Lack of Service,Sustained Finding,No Guilty Findings,18-0045,18-0045-29439508
87591688,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,18-0046,18-0046-87591688
77751714,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,18-0046,18-0046-77751714
46588823,white,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,18-0047,18-0047-46588823
65453378,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-65453378
63727495,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-63727495
63093034,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-63093034
63727495,white,male,5300 HIGHWAY PATROL,,Physical Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-63727495
63093034,white,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,Training/Counseling,18-0048,18-0048-63093034
65453378,white,male,5300 HIGHWAY PATROL,,Physical Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-65453378
65453378,white,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,Training/Counseling,18-0048,18-0048-65453378
24676248,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-24676248
24676248,white,male,5300 HIGHWAY PATROL,,Physical Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-24676248
63093034,white,male,5300 HIGHWAY PATROL,,Physical Abuse,No Sustained Findings,Not Applicable,18-0048,18-0048-63093034
71257593,white,male,5602 NEIGHBORHOOD SERV U,,Physical Abuse,No Sustained Findings,Not Applicable,18-0049,18-0049-71257593
71257593,white,male,5602 NEIGHBORHOOD SERV U,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0049,18-0049-71257593
33679201,latino,male,1800 18TH DISTRICT,18,Departmental Violation,Sustained Finding,Training/Counseling,18-0050,18-0050-33679201
33679201,latino,male,1800 18TH DISTRICT,18,Departmental Violation,Sustained Finding,Training/Counseling,18-0050,18-0050-33679201
77090818,black,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,18-0050,18-0050-77090818
77090818,black,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,18-0050,18-0050-77090818
77090818,black,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,18-0050,18-0050-77090818
77090818,black,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,18-0050,18-0050-77090818
12291738,black,male,3900 39TH DISTRICT,39,Harassment,No Sustained Findings,Not Applicable,18-0051,18-0051-12291738
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0052,18-0052-
12268735,black,male,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0053,18-0053-12268735
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,18-0054,18-0054-
,,,,,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0055,18-0055-
23599759,white,female,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0056,18-0056-23599759
23599759,white,female,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0056,18-0056-23599759
82689897,black,male,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0056,18-0056-82689897
82689897,black,male,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0056,18-0056-82689897
37761995,black,male,4902 DETENTION ROOM,,Domestic,No Sustained Findings,Not Applicable,18-0057,18-0057-37761995
75318757,black,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0058,18-0058-75318757
14546167,black,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0058,18-0058-14546167
52963983,black,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,18-0059,18-0059-52963983
11253187,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,18-0060,18-0060-11253187
11253187,white,male,1900 19TH DISTRICT,19,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0060,18-0060-11253187
19026357,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,18-0060,18-0060-19026357
19026357,white,male,1900 19TH DISTRICT,19,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0060,18-0060-19026357
92448331,black,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,18-0061,18-0061-92448331
14171945,black,female,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0062,18-0062-14171945
14171945,black,female,1400 14TH DISTRICT,14,Departmental Violation,Sustained Finding,No Guilty Findings,18-0062,18-0062-14171945
14171945,black,female,1400 14TH DISTRICT,14,Lack of Service,No Sustained Findings,Not Applicable,18-0062,18-0062-14171945
14171945,black,female,1400 14TH DISTRICT,14,Verbal Abuse,No Sustained Findings,Not Applicable,18-0062,18-0062-14171945
48543702,white,male,7401 NARC FIELD UNIT,,Criminal Allegation,No Sustained Findings,Not Applicable,18-0063,18-0063-48543702
48543702,white,male,7401 NARC FIELD UNIT,,Physical Abuse,No Sustained Findings,Not Applicable,18-0063,18-0063-48543702
48543702,white,male,7401 NARC FIELD UNIT,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0063,18-0063-48543702
64919168,white,male,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0064,18-0064-64919168
15757409,white,male,7402 STRIKE FORCE,,Departmental Violation,No Sustained Findings,Not Applicable,18-0065,18-0065-15757409
89916154,black,female,7401 NARC FIELD UNIT,,Harassment,Sustained Finding,Guilty Finding,18-0066,18-0066-89916154
82208558,white,male,5200 TRAFFIC DISTRICT,52,Departmental Violation,No Sustained Findings,Not Applicable,18-0067,18-0067-82208558
82208558,white,male,5200 TRAFFIC DISTRICT,52,Verbal Abuse,No Sustained Findings,Not Applicable,18-0067,18-0067-82208558
29546796,asian,male,1800 18TH DISTRICT,18,Unprofessional Conduct,Sustained Finding,Guilty Finding,18-0068,18-0068-29546796
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,18-0069,18-0069-
13362562,black,male,1600 16TH DISTRICT,16,Physical Abuse,No Sustained Findings,Not Applicable,18-0070,18-0070-13362562
13362562,black,male,1600 16TH DISTRICT,16,Verbal Abuse,No Sustained Findings,Not Applicable,18-0070,18-0070-13362562
69117318,black,male,1600 16TH DISTRICT,16,Physical Abuse,No Sustained Findings,Not Applicable,18-0070,18-0070-69117318
69117318,black,male,1600 16TH DISTRICT,16,Verbal Abuse,No Sustained Findings,Not Applicable,18-0070,18-0070-69117318
80680944,latino,male,1700 17TH DISTRICT,17,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0071,18-0071-80680944
80680944,latino,male,1700 17TH DISTRICT,17,Departmental Violation,No Sustained Findings,Not Applicable,18-0071,18-0071-80680944
75318757,black,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,18-0072,18-0072-75318757
75318757,black,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0072,18-0072-75318757
13186265,black,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,18-0072,18-0072-13186265
13186265,black,male,5300 HIGHWAY PATROL,,Physical Abuse,No Sustained Findings,Not Applicable,18-0072,18-0072-13186265
34346963,white,male,2500 25TH DISTRICT,25,Criminal Allegation,No Sustained Findings,Not Applicable,18-0073,18-0073-34346963
34346963,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,18-0073,18-0073-34346963
34346963,white,male,2500 25TH DISTRICT,25,Departmental Violation,Sustained Finding,Training/Counseling,18-0073,18-0073-34346963
82967645,black,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0074,18-0074-82967645
82967645,black,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,18-0074,18-0074-82967645
23729879,white,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0074,18-0074-23729879
23729879,white,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,18-0074,18-0074-23729879
78396303,black,male,1900 19TH DISTRICT,19,Verbal Abuse,No Sustained Findings,Not Applicable,18-0075,18-0075-78396303
47720414,black,male,9844 COUNTER TERROR OPS,,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0076,18-0076-47720414
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0077,18-0077-
81022893,asian,male,0200 02ND DISTRICT,2,Lack of Service,No Sustained Findings,Not Applicable,18-0078,18-0078-81022893
34910013,white,male,0200 02ND DISTRICT,2,Lack of Service,No Sustained Findings,Not Applicable,18-0078,18-0078-34910013
14908887,white,male,2500 25TH DISTRICT,25,Departmental Violation,Sustained Finding,Guilty Finding,18-0079,18-0079-14908887
14908887,white,male,2500 25TH DISTRICT,25,Departmental Violation,Sustained Finding,Guilty Finding,18-0079,18-0079-14908887
14908887,white,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,18-0079,18-0079-14908887
86402246,white,male,5300 HIGHWAY PATROL,,Investigation OnGoing,Pending,Pending,18-0080,18-0080-86402246
24676248,white,male,5300 HIGHWAY PATROL,,Investigation OnGoing,Pending,Pending,18-0080,18-0080-24676248
60947954,black,female,1200 12TH DISTRICT,12,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0081,18-0081-60947954
45215188,white,female,0600 06TH DISTRICT,6,Verbal Abuse,No Sustained Findings,Not Applicable,18-0082,18-0082-45215188
45215188,white,female,0600 06TH DISTRICT,6,Departmental Violation,Sustained Finding,Guilty Finding,18-0082,18-0082-45215188
45215188,white,female,0600 06TH DISTRICT,6,Falsification,Sustained Finding,Guilty Finding,18-0082,18-0082-45215188
45215188,white,female,0600 06TH DISTRICT,6,Departmental Violation,Sustained Finding,Guilty Finding,18-0082,18-0082-45215188
45215188,white,female,0600 06TH DISTRICT,6,Departmental Violation,Sustained Finding,Guilty Finding,18-0082,18-0082-45215188
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,18-0083,18-0083-
68927118,black,male,0100 01ST DISTRICT,1,Lack of Service,No Sustained Findings,Not Applicable,18-0084,18-0084-68927118
,,,,,Lack of Service,No Sustained Findings,Not Applicable,18-0084,18-0084-
71471826,white,male,0800 08TH DISTRICT,8,Lack of Service,No Sustained Findings,Not Applicable,18-0085,18-0085-71471826
30565606,latino,female,4923 RADIO ROOM 3,,Domestic,No Sustained Findings,Not Applicable,18-0085,18-0085-30565606
30565606,latino,female,4923 RADIO ROOM 3,,Criminal Allegation,No Sustained Findings,Not Applicable,18-0085,18-0085-30565606
60379068,white,male,0800 08TH DISTRICT,8,Lack of Service,No Sustained Findings,Not Applicable,18-0085,18-0085-60379068
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,18-0085,18-0085-
73174878,latino,male,2500 25TH DISTRICT,25,Verbal Abuse,No Sustained Findings,Not Applicable,18-0086,18-0086-73174878
73012315,white,male,2500 25TH DISTRICT,25,Departmental Violation,Sustained Finding,Guilty Finding,18-0087,18-0087-73012315
73012315,white,male,2500 25TH DISTRICT,25,Departmental Violation,Sustained Finding,Guilty Finding,18-0087,18-0087-73012315
21255380,white,male,0200 02ND DISTRICT,2,Verbal Abuse,No Sustained Findings,Not Applicable,18-0088,18-0088-21255380
46534578,latino,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,18-0089,18-0089-46534578
46534578,latino,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,18-0089,18-0089-46534578
80074121,white,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,18-0089,18-0089-80074121
80074121,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,18-0089,18-0089-80074121
39608728,black,male,0500 05TH DISTRICT,5,Departmental Violation,No Sustained Findings,Not Applicable,18-0091,18-0091-39608728
39608728,black,male,0500 05TH DISTRICT,5,Lack of Service,No Sustained Findings,Not Applicable,18-0091,18-0091-39608728
94248887,black,male,0500 05TH DISTRICT,5,Lack of Service,No Sustained Findings,Not Applicable,18-0091,18-0091-94248887
39608728,black,male,0500 05TH DISTRICT,5,Departmental Violation,Sustained Finding,Training/Counseling,18-0091,18-0091-39608728
94248887,black,male,0500 05TH DISTRICT,5,Departmental Violation,Sustained Finding,Training/Counseling,18-0091,18-0091-94248887
39608728,black,male,0500 05TH DISTRICT,5,Departmental Violation,Sustained Finding,Training/Counseling,18-0091,18-0091-39608728
94248887,black,male,0500 05TH DISTRICT,5,Departmental Violation,Sustained Finding,Training/Counseling,18-0091,18-0091-94248887
69034234,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0092,18-0092-69034234
42606965,black,male,5300 HIGHWAY PATROL,,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0092,18-0092-42606965
42606965,black,male,5300 HIGHWAY PATROL,,Physical Abuse,No Sustained Findings,Not Applicable,18-0092,18-0092-42606965
42606965,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0092,18-0092-42606965
69034234,black,male,5300 HIGHWAY PATROL,,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0092,18-0092-69034234
53566343,latino,male,0300 03RD DISTRICT,3,Unprofessional Conduct,Sustained Finding,Training/Counseling,18-0093,18-0093-53566343
53566343,latino,male,0300 03RD DISTRICT,3,Lack of Service,Sustained Finding,Training/Counseling,18-0093,18-0093-53566343
71290895,black,male,4500 CENTER CITY DISTRIC,,Departmental Violation,Sustained Finding,Pending,18-0094,18-0094-71290895
52344629,black,male,4500 CENTER CITY DISTRIC,,Departmental Violation,Sustained Finding,Pending,18-0094,18-0094-52344629
75663797,white,male,4500 CENTER CITY DISTRIC,,Lack of Service,No Sustained Findings,Not Applicable,18-0094,18-0094-75663797
52344629,black,male,4500 CENTER CITY DISTRIC,,Verbal Abuse,Sustained Finding,Pending,18-0094,18-0094-52344629
52344629,black,male,4500 CENTER CITY DISTRIC,,Departmental Violation,Sustained Finding,Pending,18-0094,18-0094-52344629
52344629,black,male,4500 CENTER CITY DISTRIC,,Physical Abuse,No Sustained Findings,Not Applicable,18-0094,18-0094-52344629
46192628,black,male,5300 HIGHWAY PATROL,,Lack of Service,No Sustained Findings,Not Applicable,18-0095,18-0095-46192628
53971635,asian,male,5300 HIGHWAY PATROL,,Lack of Service,No Sustained Findings,Not Applicable,18-0095,18-0095-53971635
60319330,white,male,1400 14TH DISTRICT,14,Physical Abuse,No Sustained Findings,Not Applicable,18-0096,18-0096-60319330
60319330,white,male,1400 14TH DISTRICT,14,Departmental Violation,Sustained Finding,Training/Counseling,18-0096,18-0096-60319330
60319330,white,male,1400 14TH DISTRICT,14,Verbal Abuse,Sustained Finding,Training/Counseling,18-0096,18-0096-60319330
68438913,black,female,7700 AIRPORT,,Domestic,No Sustained Findings,Not Applicable,18-0097,18-0097-68438913
53971635,asian,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,18-0098,18-0098-53971635
53971635,asian,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0098,18-0098-53971635
46192628,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0098,18-0098-46192628
46192628,black,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,18-0098,18-0098-46192628
48527566,black,female,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,18-0099,18-0099-48527566
48527566,black,female,2200 22ND DISTRICT,22,Verbal Abuse,No Sustained Findings,Not Applicable,18-0099,18-0099-48527566
