officer_id,po_race,po_sex,po_assigned_unit,po_district_number,allegations_investigated,investigative_findings,disciplinary_findings,complaint_id,officer_complaint_id
29439508,black,female,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,18-0100,18-0100-29439508
49276182,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0101,18-0101-49276182
27161046,latino,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0102,18-0102-27161046
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,18-0102,18-0102-
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,18-0102,18-0102-
30888158,black,male,1500 15TH DISTRICT,15,Departmental Violation,Sustained Finding,Training/Counseling,18-0102,18-0102-30888158
51980707,black,female,1500 15TH DISTRICT,15,Departmental Violation,Sustained Finding,Training/Counseling,18-0102,18-0102-51980707
60209981,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0102,18-0102-60209981
31156465,latino,female,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0103,18-0103-31156465
43082467,white,male,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,18-0103,18-0103-43082467
48525506,white,male,1900 19TH DISTRICT,19,Lack of Service,No Sustained Findings,Not Applicable,18-0104,18-0104-48525506
32388479,white,male,1900 19TH DISTRICT,19,Lack of Service,No Sustained Findings,Not Applicable,18-0104,18-0104-32388479
84344713,white,male,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,18-0105,18-0105-84344713
84344713,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,18-0105,18-0105-84344713
84344713,white,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,18-0105,18-0105-84344713
84344713,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,18-0105,18-0105-84344713
84344713,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,18-0105,18-0105-84344713
44435674,white,male,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,18-0105,18-0105-44435674
44435674,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,18-0105,18-0105-44435674
44435674,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,18-0105,18-0105-44435674
44435674,white,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,18-0105,18-0105-44435674
44435674,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,18-0105,18-0105-44435674
97536203,black,male,1900 19TH DISTRICT,19,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0106,18-0106-97536203
83265821,black,male,1900 19TH DISTRICT,19,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0106,18-0106-83265821
29311792,black,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0107,18-0107-29311792
61380884,white,male,0800 08TH DISTRICT,8,Departmental Violation,No Sustained Findings,Not Applicable,18-0108,18-0108-61380884
61380884,white,male,0800 08TH DISTRICT,8,Departmental Violation,No Sustained Findings,Not Applicable,18-0108,18-0108-61380884
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,18-0109,18-0109-
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,18-0109,18-0109-
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0109,18-0109-
29770128,latino,male,1500 15TH DISTRICT,15,Departmental Violation,Sustained Finding,Guilty Finding,18-0110,18-0110-29770128
29770128,latino,male,1500 15TH DISTRICT,15,Departmental Violation,Sustained Finding,Guilty Finding,18-0110,18-0110-29770128
29770128,latino,male,1500 15TH DISTRICT,15,Harassment,No Sustained Findings,Not Applicable,18-0110,18-0110-29770128
90705110,black,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,18-0111,18-0111-90705110
29180642,black,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,18-0111,18-0111-29180642
29180642,black,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,18-0111,18-0111-29180642
29180642,black,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,18-0111,18-0111-29180642
22560006,black,female,4922 RADIO ROOM 2,,Departmental Violation,Sustained Finding,Guilty Finding,18-0112,18-0112-22560006
22560006,black,female,4922 RADIO ROOM 2,,Disciplinary Code Violation,Sustained Finding,Guilty Finding,18-0112,18-0112-22560006
87319948,white,male,4922 RADIO ROOM 2,,Departmental Violation,No Sustained Findings,Not Applicable,18-0112,18-0112-87319948
86603776,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0113,18-0113-86603776
86603776,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0113,18-0113-86603776
43894426,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0113,18-0113-43894426
90732747,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0113,18-0113-90732747
90732747,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0113,18-0113-90732747
43894426,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,18-0113,18-0113-43894426
75318757,black,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,18-0114,18-0114-75318757
50740625,black,female,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,18-0114,18-0114-50740625
75318757,black,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0114,18-0114-75318757
75318757,black,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,18-0114,18-0114-75318757
75318757,black,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,18-0114,18-0114-75318757
84434491,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0115,18-0115-84434491
84434491,white,male,1400 14TH DISTRICT,14,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0115,18-0115-84434491
25528375,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,18-0116,18-0116-25528375
63150712,black,male,1900 19TH DISTRICT,19,Physical Abuse,No Sustained Findings,Not Applicable,18-0116,18-0116-63150712
63150712,black,male,1900 19TH DISTRICT,19,Departmental Violation,Sustained Finding,Training/Counseling,18-0116,18-0116-63150712
63150712,black,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,18-0116,18-0116-63150712
63150712,black,male,1900 19TH DISTRICT,19,Verbal Abuse,No Sustained Findings,Not Applicable,18-0116,18-0116-63150712
,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0117,18-0117-
22320367,white,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,18-0118,18-0118-22320367
22320367,white,male,5300 HIGHWAY PATROL,,Physical Abuse,No Sustained Findings,Not Applicable,18-0118,18-0118-22320367
82731611,white,male,9807 SUMMER INITIATIVE,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0119,18-0119-82731611
39243776,asian,male,4500 CENTER CITY DISTRIC,,No C.A.P. Investigation,Not Applicable,Not Applicable,18-0120,18-0120-39243776
83749391,white,male,1900 19TH DISTRICT,19,Lack of Service,Sustained Finding,Pending,18-0121,18-0121-83749391
37000848,black,male,7401 NARC FIELD UNIT,,Criminal Allegation,Sustained Finding,No Guilty Findings,18-0121,18-0121-37000848
37000848,black,male,7401 NARC FIELD UNIT,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0121,18-0121-37000848
37423478,white,male,0200 02ND DISTRICT,2,Lack of Service,No Sustained Findings,Not Applicable,18-0122,18-0122-37423478
73930189,white,male,3900 39TH DISTRICT,39,Verbal Abuse,No Sustained Findings,Not Applicable,18-0123,18-0123-73930189
73930189,white,male,3900 39TH DISTRICT,39,Verbal Abuse,No Sustained Findings,Not Applicable,18-0123,18-0123-73930189
16861535,latino,male,4500 CENTER CITY DISTRIC,,Physical Abuse,No Sustained Findings,Not Applicable,18-0123,18-0123-16861535
64526407,black,female,4921 RADIO ROOM 1,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0124,18-0124-64526407
13937112,white,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,18-0125,18-0125-13937112
64290544,black,male,1800 18TH DISTRICT,18,Criminal Allegation,No Sustained Findings,Not Applicable,18-0126,18-0126-64290544
64290544,black,male,1800 18TH DISTRICT,18,Harassment,No Sustained Findings,Not Applicable,18-0126,18-0126-64290544
30683023,black,male,0300 03RD DISTRICT,3,Lack of Service,Sustained Finding,Training/Counseling,18-0127,18-0127-30683023
30683023,black,male,0300 03RD DISTRICT,3,Lack of Service,Sustained Finding,Training/Counseling,18-0127,18-0127-30683023
30683023,black,male,0300 03RD DISTRICT,3,Verbal Abuse,No Sustained Findings,Not Applicable,18-0127,18-0127-30683023
51476365,black,male,0300 03RD DISTRICT,3,Verbal Abuse,No Sustained Findings,Not Applicable,18-0127,18-0127-51476365
51476365,black,male,0300 03RD DISTRICT,3,Lack of Service,Sustained Finding,Training/Counseling,18-0127,18-0127-51476365
51476365,black,male,0300 03RD DISTRICT,3,Physical Abuse,No Sustained Findings,Not Applicable,18-0127,18-0127-51476365
49969179,asian,male,6801 MOUNTED PATROL UNIT,,Verbal Abuse,Sustained Finding,Guilty Finding,18-0128,18-0128-49969179
49969179,asian,male,6801 MOUNTED PATROL UNIT,,Verbal Abuse,Sustained Finding,Guilty Finding,18-0128,18-0128-49969179
49969179,asian,male,6801 MOUNTED PATROL UNIT,,Disciplinary Code Violation,Sustained Finding,Guilty Finding,18-0128,18-0128-49969179
49969179,asian,male,6801 MOUNTED PATROL UNIT,,Verbal Abuse,Sustained Finding,Guilty Finding,18-0128,18-0128-49969179
89453527,white,male,1900 19TH DISTRICT,19,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0129,18-0129-89453527
89453527,white,male,1900 19TH DISTRICT,19,Departmental Violation,Sustained Finding,Training/Counseling,18-0129,18-0129-89453527
38910066,black,male,9807 SUMMER INITIATIVE,,Departmental Violation,Sustained Finding,Training/Counseling,18-0129,18-0129-38910066
38910066,black,male,9807 SUMMER INITIATIVE,,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0129,18-0129-38910066
79118310,white,male,0900 09TH DISTRICT,9,Departmental Violation,Sustained Finding,Training/Counseling,18-0130,18-0130-79118310
15949670,black,female,4921 RADIO ROOM 1,,Departmental Violation,Sustained Finding,Training/Counseling,18-0130,18-0130-15949670
66277696,black,male,0900 09TH DISTRICT,9,Departmental Violation,Sustained Finding,Training/Counseling,18-0130,18-0130-66277696
66277696,black,male,0900 09TH DISTRICT,9,Physical Abuse,No Sustained Findings,Not Applicable,18-0130,18-0130-66277696
76315938,latino,female,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0131,18-0131-76315938
76315938,latino,female,1400 14TH DISTRICT,14,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0131,18-0131-76315938
14791471,white,male,1400 14TH DISTRICT,14,Civil Rights Complaint,No Sustained Findings,Not Applicable,18-0131,18-0131-14791471
14791471,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0131,18-0131-14791471
23622762,white,male,1400 14TH DISTRICT,14,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0131,18-0131-23622762
71848451,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0132,18-0132-71848451
71848451,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0132,18-0132-71848451
71848451,white,male,1400 14TH DISTRICT,14,Verbal Abuse,No Sustained Findings,Not Applicable,18-0132,18-0132-71848451
60319330,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0132,18-0132-60319330
60319330,white,male,1400 14TH DISTRICT,14,Departmental Violation,Sustained Finding,Training/Counseling,18-0132,18-0132-60319330
60319330,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,18-0132,18-0132-60319330
60319330,white,male,1400 14TH DISTRICT,14,Verbal Abuse,No Sustained Findings,Not Applicable,18-0132,18-0132-60319330
26171762,white,male,0600 06TH DISTRICT,6,Harassment,No Sustained Findings,Not Applicable,18-0133,18-0133-26171762
26171762,white,male,0600 06TH DISTRICT,6,Verbal Abuse,No Sustained Findings,Not Applicable,18-0133,18-0133-26171762
14171945,black,female,1400 14TH DISTRICT,14,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0134,18-0134-14171945
15706598,latino,female,4906 CRIMINAL RECS / IDE,,Lack of Service,No Sustained Findings,Not Applicable,18-0135,18-0135-15706598
26539117,black,male,1800 18TH DISTRICT,18,Departmental Violation,Sustained Finding,Training/Counseling,18-0136,18-0136-26539117
64288141,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,18-0136,18-0136-64288141
26539117,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,18-0136,18-0136-26539117
64288141,black,male,1800 18TH DISTRICT,18,Departmental Violation,Sustained Finding,Training/Counseling,18-0136,18-0136-64288141
62034570,black,male,7700 AIRPORT,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0137,18-0137-62034570
62034570,black,male,7700 AIRPORT,,Unprofessional Conduct,No Sustained Findings,Not Applicable,18-0137,18-0137-62034570
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,18-0138,18-0138-
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,18-0138,18-0138-
65877210,latino,female,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,18-0139,18-0139-65877210
81006757,white,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,18-0140,18-0140-81006757
81006757,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,18-0140,18-0140-81006757
83246080,white,male,1500 15TH DISTRICT,15,Domestic,No Sustained Findings,Not Applicable,18-0141,18-0141-83246080
22702829,other,male,9807 SUMMER INITIATIVE,,Verbal Abuse,No Sustained Findings,Not Applicable,18-0142,18-0142-22702829
22702829,other,male,9807 SUMMER INITIATIVE,,Departmental Violation,No Sustained Findings,Not Applicable,18-0142,18-0142-22702829
10009672,white,male,1800 18TH DISTRICT,18,Verbal Abuse,No Sustained Findings,Not Applicable,18-0142,18-0142-10009672
10009672,white,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,18-0142,18-0142-10009672
68204252,white,male,1700 17TH DISTRICT,17,Departmental Violation,No Sustained Findings,Not Applicable,18-0143,18-0143-68204252
99690725,white,male,1700 17TH DISTRICT,17,Criminal Allegation,No Sustained Findings,Not Applicable,18-0143,18-0143-99690725
68204252,white,male,1700 17TH DISTRICT,17,Criminal Allegation,No Sustained Findings,Not Applicable,18-0143,18-0143-68204252
99690725,white,male,1700 17TH DISTRICT,17,Departmental Violation,No Sustained Findings,Not Applicable,18-0143,18-0143-99690725
25162221,white,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,18-0144,18-0144-25162221
72439138,black,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,18-0144,18-0144-72439138
42237550,black,male,0300 03RD DISTRICT,3,Physical Abuse,No Sustained Findings,Not Applicable,18-0145,18-0145-42237550
29180642,black,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,18-0146,18-0146-29180642
29180642,black,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,18-0146,18-0146-29180642
90705110,black,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,18-0146,18-0146-90705110
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,18-0146,18-0146-
29180642,black,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,18-0146,18-0146-29180642
95117322,black,male,1800 18TH DISTRICT,18,Departmental Violation,Sustained Finding,Training/Counseling,18-0147,18-0147-95117322
50265123,white,male,0600 06TH DISTRICT,6,Departmental Violation,No Sustained Findings,Not Applicable,18-0148,18-0148-50265123
16920415,white,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,18-0149,18-0149-16920415
90956079,white,male,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,18-0149,18-0149-90956079
16920415,white,male,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,18-0149,18-0149-16920415
90956079,white,male,2200 22ND DISTRICT,22,Verbal Abuse,No Sustained Findings,Not Applicable,18-0149,18-0149-90956079
16920415,white,male,2200 22ND DISTRICT,22,Lack of Service,Sustained Finding,Training/Counseling,18-0149,18-0149-16920415
